name,shape_area,FIPS_ID,TotalPop,Female,Male,AgeU5,Age517,Age1824,Age2534,Age3544,Age4554,Age5559,Age6061,Age6264,Age6574,Age75P,BornInState,BornInOtherState,NativeBornOutOfUS,ForeignBorn,White,Black,Asian,Hispanic,TwoOrMore,MedHouseIncome,GINI,PubAssistYes,LaborUnemp,MaleHead,FemaleHead,Nonfamily,GrandHead,SexRatio,Age6064,AgeOld,NoSchool,LessThanHS,HSGrad,SomeColl,Bach,Master,Prof,Doc,AtLeastBachelor,BelowPoverty,BelowPovertyOccupied,BelowPovertyMarried,EthHet,PubAssist,UnempRate,MedHouseIncome.s,BelowPoverty.s,UnempRate.s,AtLeastBachelor.s,White.s,Black.s,n_call,p_call,p_call.s,p_call_employment,p_call_income,p_call_childcare,p_call_housing,p_call_homeless,p_call_substance,p_call_utilities,p_call_health,p_call_mental,p_call_no_childcare,p_call_no_housing,p_called_before,income,poverty100,poverty200,child_poverty100,umemployed,ageu18,ageu20,age65p,afdc_medicaid,multi_assist_medicaid,fertility,fertility_white,fertility_black,fertility_hispanic,fertility_asian,infantmortality,infantmortality_white,infantmortality_black,infantmoratlity_hispanic,infantmortality_asian,lowbirthweight,teenagemoms,moms_no_care,moms_adeq_care,moms_pub_care,child_lead_poison,hiv,hiv_aids,hiv_death,tuberculosis,pertussis,hepb,syphilis,gonorrhea,chlamydia,motor_death,suicide,homicide,chronic_death,cancer_death,lung_cancer_death,breast_cancer_death,cardiovascular_death,substance_abuse,injection_drug,alcohol_other_drug,asthma,angina,pneumonia,PopDen,PopDen.s
Holden,94088999.5266,2530560,18053,0.4998615188611311,0.5001384811388689,0.05361989697003268,0.18262892594028693,0.07167783747853543,0.1164349415609594,0.11948152661607489,0.1635739212319282,0.0846950645322107,0.028471722151442974,0.03722373012795657,0.07782640004431396,0.06436603334625823,0.7376059380712346,0.18384755996233312,0.009250540076441589,0.06929596188999058,0.9313687475765801,0.010912313742868222,0.021215310474713343,0.025646706918517698,0.008752007976513598,98630,0.3812,92,587,0,0.08346506481188745,0.21340499525766676,0.00641971024551054,0.9994462288182522,3.6390324200631223e-6,0.20788788566997174,0.002241075716343845,0.04426124539779094,0.20009604610212903,0.23827437169841523,0.2854970385785177,0.1769649431727229,0.02441171762445974,0.030494637425964463,0.5173683368016648,0.01969453376205788,0.9183673469387755,0.3673469387755102,0.9999131325334472,0.014543155232374328,0.057056765163297045,0.6908517588010094,-0.7540416241901263,-0.39301683458184367,0.6375521235933606,0.42850914943243923,-0.2891598657375974,21,1.1632415664986429,-0.48784271773707577,0,0,0.33235473328532655,0,0,0,0,0,0.16617736664266328,0.7754943776657619,1.1078491109510884,0.42857142857142855,27971,0.031,0.095,0.039,0.075,0.27,0.273,0.145,0.014,0.007,53.8,54.9,NA,NA,NA,NA,NA,0,0,0,0.099,NA,0.099,0.827,0.105,0,NA,NA,0,NA,NA,0,0,0,90.5,0,11.5,0,559.7,185.6,56.4,25.5,158.8,506.9,96.6,144.8,74.5,0,293.9,49.69449726932973,-0.3275169522884972
Townsend,85604203.2041,2570360,9282,0.5144365438483085,0.48556345615169144,0.07045895281189399,0.17668605903900023,0.0832794656324068,0.10827407886231416,0.11700064641241112,0.1792717086834734,0.0843568196509373,0.03070458952811894,0.037815126050420166,0.07972419737125619,0.032428355957767725,0.7791424262012497,0.18573583279465633,0.00883430295195001,0.026287438052143935,0.9514113337642749,8.618832148243913e-4,0.01583710407239819,0.011204481792717087,0.008618832148243914,81047,0.4012,43,277,0,0.08058608058608059,0.25396825396825395,0.006612145467200278,1.0594630574661636,7.3819990927105254e-6,0.180672268907563,0.002252614641995173,0.03748994368463395,0.33081255028157686,0.28688656476267094,0.22349155269509252,0.10281576830249396,0.0077232502011263075,0.010780370072405471,0.3448109412711182,0.0220949263502455,0.2777777777777778,0.2777777777777778,0.9999094439376864,0.013125763125763126,0.052038324253240655,0.0293420373888994,-0.695879397089085,-0.6021885037488491,-0.43149939466942955,0.5940818755773349,-0.5382226593335683,38,4.093945270415858,0.5042195536245797,0,0,0.32320620555914675,0,0,0.10773540185304892,1.9392372333548804,0,0.10773540185304892,3.663003663003663,3.98620986856281,0.15789473684210525,22658,0.051,0.122,0.076,0.08,0.304,0.273,0.096,0.022,0.008,53.1,53.4,0,NA,NA,0,0,0,0,0,NA,0.069,0.218,0.862,0.195,0,NA,NA,0,0,0,0,0,0,NA,0,11.2,0,721.1,277.2,53.2,69.8,169.1,862.7,194.1,226.5,172.4,NA,435.8,28.08304815866587,-0.4167909822904025
New Ashford,34885296.4265,2544385,285,0.4421052631578947,0.5578947368421052,0.04912280701754386,0.11929824561403508,0.09473684210526316,0.07719298245614035,0.10175438596491228,0.14035087719298245,0.0912280701754386,0.05964912280701754,0.056140350877192984,0.11929824561403508,0.0912280701754386,0.7508771929824561,0.1824561403508772,0.017543859649122806,0.04912280701754386,0.9543859649122807,0.014035087719298246,0.007017543859649123,0.014035087719298246,0.010526315789473684,88750,0.3775,3,9,0,0.04081632653061224,0.2653061224489796,0.01020408163265306,0.7924528301886793,4.062788550323176e-4,0.3263157894736842,0.01904761904761905,0.09523809523809523,0.32857142857142857,0.18095238095238095,0.20476190476190476,0.12857142857142856,0.03333333333333333,0.02857142857142857,0.3952380952380952,0,NA,NA,0.9999088704216682,0.030612244897959183,0.05732484076433121,0.31914522137556167,-1.231246041065456,-0.38184328049676936,-0.11908609389887477,0.6186554402779433,-0.21177344849226162,NA,0,-0.8816075562161318,0,0,0,0,0,0,0,0,0,0,0,NA,28323,0.022,0.091,0.037,0.038,0.251,0.211,0.158,0.041,0.021,187.5,193.5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,310.2,0,0,0,0,NA,0,NA,0,0,0,2.115924719533964,-0.5240577252606535
Newbury,63275867.427,2545175,6854,0.5271374379924132,0.4728625620075868,0.03034724248613948,0.16661803326524657,0.08170411438576014,0.061715786402100965,0.12226437117011964,0.17303764225269916,0.09760723665013131,0.04318646046104464,0.042019258826962357,0.12459877443828421,0.056901079661511526,0.6848555587977824,0.24861394805952727,0.011672016340822877,0.05485847680186752,0.9600233440326816,0.00758681062153487,0.00758681062153487,0.013568718996206595,0.006273708783192297,91168,0.4007,32,192,0,0.08429261047159302,0.28926847382101745,0.0027077692147469278,1.1147793890774453,1.2431531848264809e-5,0.2667055733878027,0,0.0345873786407767,0.11347087378640777,0.2512135922330097,0.3654935275080906,0.19377022653721682,0.03155339805825243,0.009911003236245955,0.6007281553398057,0.034482758620689655,0.8333333333333334,1,0.9999078055949386,0.01188265874489417,0.05109100585417775,0.4101155055349475,-0.39571853284179653,-0.6416733107468807,1.1539944371569923,0.6652260884236483,-0.37157017594274777,1,0.14590020426028597,-0.8322193878260197,0,0,0,0,0,0,0,0,0,0.14590020426028597,0.14590020426028597,NA,34640,0.031,0.126,0.029,0.073,0.271,0.246,0.139,0.016,0.029,33.9,34,0,NA,0,0,0,0,0,0,NA,0,0.152,0.848,0.242,0,NA,NA,0,0,NA,0,NA,0,NA,15,0,0,572.3,130,62.2,22.9,290.4,515,NA,186,143.4,NA,381.1,28.054579429805315,-0.4169085828335868
Norton,75772780.414,2549970,19362,0.5096064456151224,0.4903935543848776,0.04209275901249871,0.1640326412560686,0.17560169403987191,0.08248114864166925,0.12571015390972007,0.15592397479599215,0.0737527114967462,0.0276830905898151,0.03470715835140998,0.06987914471645491,0.04813552318975312,0.7533312674310505,0.19548600351203388,0.0029955583100919328,0.048187170746823674,0.9436008676789588,0.011827290569156079,0.02484247495093482,0.009813035843404608,0.009296560272699102,91438,0.3774,120,714,0.0047146805397496345,0.09673223866038043,0.24581368883108437,0.0033273381294964027,1.039178515007899,3.2223039428377793e-6,0.1804049168474331,0.00693342243755743,0.0530448584078189,0.27658508061147774,0.30465291120207166,0.2289700108595773,0.10943112521927993,0.01804360537966753,0.009272408320106925,0.36571714977863173,0.025220952791549903,0.7948717948717948,0.4700854700854701,0.9999108764073479,0.019509022923101936,0.06373861810391002,0.4202734777115539,-0.6201348456778991,-0.11451314035367471,-0.30197835109225435,0.5295592560861437,-0.2664855450908396,63,3.2537960954446854,0.21982359176378757,0,0.10329511414110112,0.1549426712116517,0.10329511414110112,0,0.10329511414110112,0.4131804565644045,0,0.3098853424233034,3.0988534242330337,3.1505009813035842,0.19047619047619047,23876,0.04,0.118,0.032,0.09,0.27,0.285,0.107,0.041,0.005,35.6,35.7,NA,NA,NA,NA,NA,0,0,0,0.074,NA,0.155,0.816,0.125,0,NA,83.7,5.3,0,0,NA,NA,NA,120.4,5.3,10.5,0,762.6,182.4,36.3,0,215.9,1706.3,701.4,319.3,89.3,NA,525.8,66.18121897983389,-0.2594124914964462
Orleans,37424105.2866,2551440,5859,0.5531660692951016,0.44683393070489846,0.024918928144734596,0.07919440177504694,0.05000853387950162,0.04284007509813961,0.08141321044546851,0.1382488479262673,0.06980713432326335,0.03464755077658303,0.06912442396313365,0.23416965352449223,0.17562724014336917,0.5173237753882916,0.40587130909711555,0.008363201911589008,0.06844171360300393,0.9685953234340331,0.005291005291005291,0.0035842293906810036,0.018262502133469874,0.004266939750810718,64861,0.4952,24,42,0,0.09788267962513017,0.395001735508504,0,1.2379679144385027,1.7711550561480914e-5,0.5135688684075781,0.0038337368845843423,0.010290556900726392,0.2092413236481033,0.28369652945924134,0.2778450363196126,0.16081517352703795,0.034100080710250204,0.02401129943502825,0.49677158999192905,0.029259896729776247,0.49019607843137253,0.29411764705882354,0.9999061448739001,0.008330440819160014,0.01575984990619137,-0.5796095835390658,-0.522270031505621,-2.1142973778014116,0.5099483000625142,0.7360396044364184,-0.4284632301834312,12,2.048131080389145,-0.18830186006492128,0,0,0.3413551800648575,0,0,0,0,0,0.17067759003242874,1.36542072025943,1.7067759003242875,0.25,29553,0.065,0.199,0.056,0.084,0.138,0.122,0.398,0.038,0.009,41.1,38.5,0,NA,NA,0,0,0,0,0,0,0,NA,0.783,0.348,0,NA,154.8,0,0,0,0,0,0,92.9,17,0,0,641,98.3,25.5,11.4,280.6,1517.3,418,154.8,46.7,0,67.1,40.54803769993958,-0.36529976369682793
Dedham,27651794.1476,2516495,25224,0.5138360291785601,0.4861639708214399,0.06359023152553124,0.14073897875039645,0.07278782112274025,0.1263082778306375,0.12944021566761815,0.1560418648905804,0.06569140501110055,0.030209324452902,0.024936568347605454,0.07960672375515382,0.11064858864573422,0.6727719632096416,0.15302886140183952,0.019069140501110055,0.1551300348874088,0.8023707580082461,0.06612749762131304,0.036274976213130354,0.06727719632096416,0.02374722486520774,83438,0.445,99,741,0,0.09604342833281136,0.35421233949264014,0.0030515167833423083,1.0569191878007012,2.18624693944289e-6,0.24540120520139552,0.003290556103981573,0.05944938027860042,0.2345069650104201,0.23549413184161458,0.27163540638367883,0.14319403312493145,0.02851815290117363,0.027201930459581,0.47054952286936497,0.028451341739411575,0.19318181818181818,0.5113636363636364,0.9999345986225707,0.010335108048856874,0.0548604427333975,0.11929652433062464,-0.5418615596600959,-0.4845608891846226,0.3474937116446942,-0.6371491742999034,1.0791444976733215,83,3.2905169679670156,0.23225384602394794,0.03964478274659055,0.1585791309863622,0.5153821757056771,0,0,0,0.11893434823977164,0,0.1585791309863622,2.616555661274976,3.1319378369806534,0.46987951807228917,28199,0.046,0.126,0.04,0.079,0.222,0.225,0.184,0.031,0.002,60.6,59.1,48.1,60.4,109.5,NA,NA,0,0,0,0.087,NA,0.084,0.889,0.224,0,NA,122.5,0,0,NA,NA,0,NA,185.8,0,8.1,4,664.2,149.4,31.6,14.1,175.3,2086,886.8,574.3,179,NA,265.4,236.25902778306954,0.44315637966112376
Easthampton,35234085.3285,2519370,16060,0.5125778331257783,0.4874221668742217,0.03212951432129514,0.124906600249066,0.06724782067247821,0.15703611457036115,0.12876712328767123,0.1644458281444583,0.09458281444582814,0.03094645080946451,0.03530510585305106,0.08511830635118306,0.07951432129514321,0.7057907845579079,0.20367372353673724,0.029265255292652552,0.06127023661270237,0.8647571606475716,0.01855541718555417,0.02708592777085928,0.06699875466998755,0.022602739726027398,56527,0.4357,190,702,0,0.08508604206500955,0.4363561868341983,0.004998214923241699,1.0516096065406233,4.125252594179051e-6,0.23088418430884183,0.007063734146733023,0.05434259110611655,0.3181891154278375,0.2936265853266977,0.2203403435543426,0.09190881361374217,0.015170974474233424,0.0064215764970300205,0.3338417081393482,0.045069057426702204,0.5053763440860215,0.46774193548387094,0.9999246628268992,0.02594919420923245,0.07220736473976548,-0.8931523247236488,-0.1392093608235323,0.23846936981688835,-0.4994575096933743,-0.12177223328876581,-0.09975378110603136,55,3.4246575342465753,0.2776613004476646,0,0.12453300124533001,0.31133250311332505,0,0.062266500622665005,0,0.8717310087173101,0,0.062266500622665005,3.0510585305105855,3.3623910336239105,0.16363636363636364,21922,0.089,0.236,0.155,0.08,0.211,0.2,0.144,0.055,0.01,52.4,52.2,NA,36.8,80.8,NA,NA,0,0,0,0.078,NA,0.151,0.891,0.259,0,NA,112.5,0,0,NA,0,0,NA,93.8,6.2,18.7,0,747.6,144.5,58.4,9.8,312.6,1050.4,281.4,644,130.6,NA,339.1,118.05389189160529,-0.04513335944511795
Erving,37206849.4027,2521780,1875,0.5077333333333334,0.4922666666666667,0.037866666666666667,0.18666666666666668,0.06026666666666667,0.11413333333333334,0.15093333333333334,0.15306666666666666,0.07253333333333334,0.023466666666666667,0.04586666666666667,0.08693333333333333,0.06826666666666667,0.8277333333333333,0.14613333333333334,0.0021333333333333334,0.024,0.9264,0.014933333333333333,0.011733333333333333,0.024,0.021866666666666666,60769,0.3534,17,97,0,0.12032085561497326,0.3315508021390374,0.014342629482071713,1.0314192849404118,3.697777777777778e-5,0.22453333333333333,0.007457121551081283,0.07009694258016405,0.40268456375838924,0.3460104399701715,0.12080536912751678,0.037285607755406416,0.014168530947054437,0.008948545861297539,0.18120805369127518,0.072,0.25,0.1388888888888889,0.9999140846364445,0.022727272727272728,0.09099437148217636,-0.733559295193411,0.5133353961055449,1.0215232364245779,-1.4450747028830173,0.3874620972169275,-0.1895137491348401,2,1.0666666666666667,-0.5205339496605814,0,0,0,0,0,0,0.5333333333333333,0,0,1.0666666666666667,1.0666666666666667,NA,19107,0.067,0.212,0.107,0.091,0.229,0.243,0.139,0.051,0.013,49.4,50.5,0,0,0,0,0,0,0,0,0,NA,NA,0.938,0.4,0,NA,NA,0,0,0,0,0,0,NA,0,55.6,0,674.6,39.8,0,0,159.1,NA,0,NA,NA,NA,NA,13.051972362843165,-0.4788823628677029
Deerfield,86552860.6832,2516670,5070,0.5546351084812623,0.44536489151873765,0.035700197238658776,0.1552268244575937,0.07455621301775148,0.0913214990138067,0.11577909270216963,0.1940828402366864,0.1282051282051282,0.017159763313609466,0.03806706114398422,0.09585798816568047,0.05404339250493097,0.6633136094674557,0.2990138067061144,0.00650887573964497,0.03116370808678501,0.9238658777120315,0.014595660749506903,0.010453648915187377,0.01735700197238659,0.029980276134122286,74853,0.4031,96,121,0,0.11160714285714286,0.37648809523809523,0.020088057237204183,1.245349867139061,1.0892864784535243e-5,0.20512820512820512,0,0.0322234156820623,0.17830290010741137,0.29564983888292157,0.26557465091299676,0.20139634801288936,0.007250268528464017,0.019602577873254565,0.4938238453276047,0.03977724741447892,0.78,0.46,0.9999145848262394,0.047619047619047616,0.041339255210112745,-0.20368936876628507,-0.2674314929952044,-1.0481322082566609,0.4916860233333252,0.3665275964656681,-0.197881716737214,3,0.591715976331361,-0.6813078484375351,0,0,0,0,0,0,0.19723865877712032,0,0,0.39447731755424065,0.39447731755424065,NA,24555,0.045,0.172,0.043,0.073,0.225,0.229,0.154,0.02,0.008,46.7,49.7,0,0,0,0,0,0,0,0,0.128,NA,NA,0.949,0.154,0,NA,167.1,0,NA,0,0,0,0,125.4,0,0,0,632.8,85.4,0,18,239.2,501.4,NA,229.8,NA,0,162.3,15.171352627968082,-0.47012748408075256
Dighton,57740178.8392,2516950,7221,0.5179338041822462,0.4820661958177538,0.07464340119097078,0.15136407699764576,0.07949037529428057,0.10580252042653372,0.1256058717629137,0.17379864284725108,0.09167705303974519,0.02575820523473203,0.02589669020911231,0.07339703642154827,0.07256612657526658,0.7644370585791441,0.19235562941420856,0.006370308821492868,0.03683700318515441,0.9634399667636061,0.001107879795042238,0,0.009278493283478743,0.026173660157872872,78931,0.383,49,369,0,0.07902125952667469,0.2170076213397513,0.006523157208088715,1.0744039069232978,7.153426872156812e-6,0.19761805844065916,0.0061814556331006975,0.06719840478564307,0.3798604187437687,0.2715852442671984,0.17547357926221335,0.0773678963110668,0.005782652043868395,0.022731804586241276,0.2813559322033899,0.03125,1,0.7213114754098361,0.9999071696112607,0.01965503409546731,0.09144981412639405,-0.05026636678035639,-0.4740492367377646,1.0405063628194604,-0.8246246709096208,0.6934509659155108,-0.5321265428226233,13,1.8003046669436367,-0.27219271341101187,0,0.13848497438027974,0.4154549231408392,0,0,0,0.13848497438027974,0,0,1.1078797950422379,1.5233347181830772,0.23076923076923078,22600,0.026,0.089,0.043,0.092,0.261,0.281,0.132,0.023,0.009,42.2,41.9,0,0,0,0,0,0,0,0,0.109,NA,0.185,0.904,0.205,0,NA,NA,0,0,0,0,0,NA,90.2,28.2,14.1,0,755.4,135,39.1,0,307.1,887.4,180.5,270.7,NA,NA,280.1,32.39045063344323,-0.3989976739474737
Brookfield,42942027.7148,2509105,3405,0.4889867841409692,0.5110132158590308,0.055506607929515416,0.17444933920704847,0.0408223201174743,0.10895741556534508,0.16534508076358298,0.13245227606461088,0.09691629955947137,0.029955947136563875,0.03171806167400881,0.09427312775330396,0.06960352422907488,0.8279001468428782,0.14889867841409693,0.004405286343612335,0.018795888399412628,0.9397944199706314,0.006167400881057269,0.0032305433186490457,2.936857562408223e-4,0.03700440528634361,63920,0.4176,26,105,0,0.06474820143884892,0.3431654676258993,0,0.956896551724138,1.811277791793618e-5,0.22555066079295155,0.014901329037454692,0.09585179218687072,0.35602094240837695,0.23721304873137333,0.21949254933548126,0.06967378171566653,0.009665726943213854,0.012082158679017317,0.31091421667337893,0.05147864184008762,0.8723404255319149,0.2765957446808511,0.9999116737888697,0.01870503597122302,0.05969300739056282,-0.6150119976804975,0.01609677789275633,-0.2831366552813905,-0.6415010858976331,0.49811401653004816,-0.40674500295480925,14,4.1116005873715125,0.5101959932821354,0,0,0.5873715124816447,0,0,0,0.2936857562408223,0,0.2936857562408223,3.2305433186490453,3.81791483113069,0.2857142857142857,20144,0.061,0.203,0.059,0.098,0.259,0.239,0.16,0.073,0.006,66.6,68.3,0,0,0,NA,NA,0,0,0,NA,NA,0.237,0.737,0.184,0,NA,193.8,0,0,NA,0,0,0,258.4,29.5,0,0,604,121.9,0,0,182,1615,581.4,NA,NA,0,245,20.53677940830843,-0.4479636176547488
Brookline,17673276.7752,2509175,59132,0.5656159101670838,0.4343840898329162,0.053118446864641816,0.1320266522356761,0.1268179665832375,0.19674626259893122,0.1248224311709396,0.1037171074883312,0.05415003720489752,0.021545017925996078,0.036291686396536564,0.09132111208820944,0.05944327944260299,0.36137793411350877,0.3587735912872895,0.022238381925184333,0.25761009267401747,0.712778191165528,0.027785293918690387,0.17126090779949943,0.05993370763715078,0.024589054995603057,95518,0.5233,319,1845,0,0.0741194124151003,0.48061127783920393,0,1.3021100988865528,9.78094844120487e-7,0.20860109585334508,0.010102003195280816,0.03372250215066978,0.07093523411576748,0.08895170210151161,0.281872926139855,0.25643357502765146,0.13619270001228953,0.13189136045225514,0.8063905616320511,0.04668136546795408,0.057003257328990226,0.3289902280130293,0.9999458252879789,0.012596746169641447,0.05481771993938854,0.5737717239358279,-0.10014265693784397,-0.48634160122138764,2.4281427112446297,-1.377277488857185,0.1289746178702054,73,1.2345261448961644,-0.4637124241616523,0,0.033822634106744236,0.21984712169383752,0.016911317053372118,0,0,0.08455658526686058,0.016911317053372118,0.08455658526686058,0.8962998038287222,1.0992356084691877,0.25333333333333335,44327,0.093,0.18,0.054,0.049,0.166,0.199,0.128,0.019,0.003,42.2,39.8,29.9,27.6,52.6,1.4,NA,0,0,0,0.068,NA,0.078,0.893,0.067,0,NA,182.6,0,NA,0,NA,14.2,23,143.6,1.7,1.7,0,343.7,114.7,21.8,27.4,96.3,303.1,104.6,198.5,98.9,NA,195,866.5692203372508,3.0468841885854645
Hadley,63905417.1588,2527690,5324,0.581893313298272,0.418106686701728,0.018782870022539443,0.13410969196093164,0.05972952667167543,0.15345604808414726,0.11081893313298272,0.13673929376408714,0.04902329075882795,0.06630353117956424,0.04789631855747558,0.09560480841472577,0.12753568745304283,0.6316679188580016,0.27911344853493614,0.00845229151014275,0.0807663410969196,0.9149135987978964,0.009579263711495116,0.02084898572501878,0.04357625845229151,0.0067618332081141996,65625,0.4387,37,45,0,0.09921328671328672,0.4178321678321678,0.01025364274150027,1.3917340521114108,2.145000934204354e-5,0.3373403456048084,0.0011927480916030535,0.03888358778625954,0.25978053435114506,0.23735687022900764,0.2562022900763359,0.14193702290076335,0.03125,0.03458969465648855,0.4639790076335878,0.028528528528528527,0.6578947368421053,0.34210526315789475,0.9999160507773935,0.016171328671328672,0.014367816091954023,-0.550866284491187,-0.5399913007783144,-2.1723181937638874,0.30678714403001944,0.29257240868990786,-0.3221945863787244,37,6.9496619083395945,1.470898215270656,0,0,0,0,0,0,0.5634861006761833,0,2.2539444027047333,6.198347107438017,6.198347107438017,0.43243243243243246,24945,0.069,0.189,0.073,0.073,0.2,0.197,0.198,0.018,0.003,31,25,NA,NA,NA,0,0,0,0,0,NA,0,NA,0.889,0.308,0,NA,NA,0,0,0,0,0,0,248.9,0,19.1,0,623.6,157.3,55.8,0,263.6,560.1,NA,331.9,NA,NA,285.8,21.577351805439477,-0.4436651510908018
Bridgewater,73569819.0888,2508085,27243,0.4778475204639724,0.5221524795360276,0.042102558455383035,0.1397790258047939,0.2095217119994127,0.10975296406416327,0.10531145615387438,0.14965312190287414,0.05851044304959072,0.025254193737840915,0.036266196821201774,0.07407407407407407,0.0497742539367911,0.8056381455786807,0.12535330176559117,0.008919722497522299,0.06008883015820578,0.8376463678743163,0.07913959549242007,0.01442572403920273,0.041405131593436846,0.024189700106449365,84697,0.4415,159,1187,0,0.098423683198769707,0.2637447135717032,0.015266666666666666,0.9151493848857645,2.2582091017524754e-6,0.18536871856990786,0.004945717732207479,0.0793124246079614,0.3078407720144753,0.28287092882991555,0.22352231604342582,0.08371531966224367,0.011519903498190591,0.011218335343787696,0.32997587454764776,0.04386422976501306,0.2777777777777778,0.16666666666666666,0.9999290163000376,0.020376778162245292,0.07952565992228326,0.1666627723689484,-0.16840269378982436,0.5435003637490055,-0.5234076583256714,-0.3457357390649373,1.401601275746577,58,2.1289872627831,-0.1609315162624536,0,0.036706676944536214,0.2569467386117535,0,0,0,0.22024006166721727,0,0.11012003083360863,1.7986271702822743,2.055573908894028,0.3103448275862069,23105,0.035,0.119,0.029,0.08,0.229,0.262,0.104,0.025,0.005,36.3,36.2,28.6,51.9,NA,0,0,0,0,0,0.092,0.041,0.133,0.885,0.204,0,NA,93.1,0,NA,NA,0,0,27.2,232.8,3.8,11.3,3.8,733.8,192.3,53.1,23.1,210.6,1366,558.8,287.2,107.2,38.2,330.1,95.90759754499464,-0.13661676418148885
Brimfield,91388237.6367,2508470,3695,0.4993234100135318,0.5006765899864682,0.02895805142083897,0.16914749661705006,0.07009472259810555,0.10744248985115021,0.10717185385656293,0.1702300405953992,0.11799729364005412,0.02435723951285521,0.04871447902571042,0.11366711772665765,0.0422192151556157,0.7945872801082544,0.18430311231393776,0.010013531799729363,0.011096075778078484,0.9891745602165088,0,0,0.010825439783491205,0,87961,0.3928,12,110,0,0.06671159029649595,0.32345013477088946,0.015848473134905297,0.9972972972972972,1.9775837222886504e-5,0.22895805142083897,0,0.059911242603550297,0.1915680473372781,0.33247041420118345,0.2533284023668639,0.12980769230769232,0.01960059171597633,0.013313609467455622,0.4160502958579882,0.02888446215139442,0,0,0.9999021416499274,0.008086253369272238,0.04759844223279965,0.2894613693483675,-0.5313669231211356,-0.7872454865379093,0.009852538969791387,0.9060456258224097,-0.5595812509519733,11,2.976995940460081,0.12612493839932526,0,0.2706359945872801,0.2706359945872801,0,0,0,0.8119079837618404,0,0,2.706359945872801,2.976995940460081,0.09090909090909091,23711,0.044,0.163,0.036,0.082,0.273,0.237,0.139,0.032,0.009,45.8,45.1,NA,0,NA,NA,NA,0,0,0,NA,NA,0.179,0.75,0.25,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,708.3,183.4,44.3,0,229.8,992.5,330.8,NA,NA,NA,514.9,10.471813773665918,-0.48954065579939826
Dracut,55439127.6887,2517475,30691,0.49926688605780195,0.500733113942198,0.06386237007591802,0.16493434557362094,0.06858688214786093,0.14805643348212832,0.13860740933824248,0.14000847153888762,0.08148968753054642,0.030888534097944023,0.03274575608484572,0.0740933824248151,0.056726727705190445,0.7988661171027337,0.1097390114365775,0.011599491707666743,0.07979537975302206,0.8594376201492294,0.025642696555993615,0.04607213841191229,0.052002215633247535,0.01466227884396077,77848,0.3745,243,1033,0,0.1118265916923635,0.25349174678033737,0.01007699860472327,0.9970718375845914,2.0733860148835077e-6,0.19445440031279526,0.009506585049156,0.08931552587646077,0.3596735299573363,0.3027731404192172,0.16638842515303284,0.06306807642366907,0.008810981265071415,0.00997032090521239,0.2482378037469857,0.029158060988944235,0.45,0.49583333333333335,0.9999255882556817,0.022038817340830765,0.05959042399769253,-0.09101112184429969,-0.5247375418264,-0.2874123934837661,-1.0298026952967212,-0.16571720196199213,0.07587825715057332,68,2.2156332475318496,-0.13160128669358967,0,0,0.35841126063015216,0.03258284187546838,0,0,0.09774852562640514,0,0.16291420937734188,1.5639764100224822,1.889804828777166,0.3529411764705882,23750,0.037,0.117,0.036,0.09,0.255,0.255,0.125,0.036,0.008,55.6,52,98.3,65.4,73.6,NA,NA,0,0,0,0.087,0.028,0.134,0.888,0.233,0,NA,83.3,0,NA,NA,NA,0,17.4,125,13.6,13.6,0,718.9,196.6,53.9,14.7,204,916.5,322.9,201.4,160.5,NA,289.7,143.3812693563082,0.059490677752728816
Colrain,112751672.502,2514885,1681,0.5026769779892921,0.49732302201070794,0.037477691850089236,0.1338488994646044,0.06662700773349196,0.11778703152885188,0.09637120761451518,0.1570493753718025,0.12671029149315882,0.0297441998810232,0.05413444378346222,0.11124330755502677,0.06900654372397383,0.7328970850684117,0.2361689470553242,0.007733491969066032,0.023200475907198096,0.9440809042236764,0.003569303985722784,0.01784651992861392,0.010113027959547887,0.01903628792385485,50458,0.4243,17,93,0,0.08579465541490858,0.34177215189873417,0.012853470437017995,1.0107655502392345,4.98980628581115e-5,0.264128494943486,0.01014832162373146,0.09601873536299765,0.33411397345823574,0.3075722092115535,0.13817330210772832,0.09055425448868072,0.01795472287275566,0.0156128024980484,0.2622950819672131,0.053418803418803416,0.36,0.08,0.9999108277734741,0.02390998593530239,0.08942307692307692,-1.1214809659822562,0.06310747060581129,0.956030723596292,-0.9427130948900192,0.5335248600562975,-0.4711292369415469,1,0.594883997620464,-0.6802354526195652,0,0,0,0,0,0,0,0,0,0.594883997620464,0.594883997620464,NA,18948,0.068,0.226,0.092,0.087,0.277,0.218,0.15,0.035,0.023,75.5,77.8,0,0,0,0,0,0,0,0,NA,NA,NA,0.947,0.421,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,768.4,283.4,30.3,70.5,119.3,646,0,538.4,NA,0,NA,3.861379535845121,-0.5168474829099245
